gene_id	GSM4280001	GSM4280002	GSM4280003	GSM4280004	GSM4280005	GSM4280006
ENSG00000075624	63.90404561765718	62.3150800000997	126.76063204801304	110.44297030494009	39.976413915789685	101.21582423008084
ENSG00000111640	46.69911025905717	29.911238400047857	46.316384786773995	28.198205184240024	19.988206957894842	29.624143677096836
ENSG00000166710	164.6758098608858	82.2559056001316	458.28843894281636	166.83938067342015	314.8142595868438	298.7101154107264
ENSG00000165704	1226.4661062773434	338.9940352005424	341.2786247446505	827.1473520710407	607.1417863460558	1231.8706412392767
ENSG00000256269	2349.702600403087	2462.6919616039404	2766.7945648941304	2857.4181253363226	3370.5113982750177	2782.2008270073443
ENSG00000073578	339.18301135525735	742.7957536011885	736.1867476634602	284.33190227442026	182.39238849079044	466.5802629142751
ENSG00000112592	125.35024332694292	157.03400160025126	136.51144989786016	289.03160313846024	124.92629348684277	108.62186014935506
ENSG00000089157	93.39822051811434	94.71892160015155	60.94261156154472	63.44596166454004	132.42187109605334	49.37357279516139
ENSG00000164924	2027.7245244064295	1555.3843968024885	1389.4915436032197	1203.1234211942408	749.5577609210566	2495.834104795408
ENSG00000196262	6992.577299316718	14696.388467223514	8300.38369468239	5543.297169135184	5844.052009314505	5821.144232549527
ENSG00000010000	412.91844860640026	670.5102608010728	943.3916269727124	719.0542321981205	492.20959633816045	698.6360550515336
ENSG00000010001	34.409870717200015	27.41863520004387	51.19179371169757	42.297307776360036	37.47788804605283	24.686786397580693
ENSG00000010002	68.81974143440003	54.83727040008774	53.62949817415936	86.94446598474006	44.9734656552634	64.18564463370981
ENSG00000010003	9376.689770437004	13158.452292821054	6962.083944790869	9643.786173010089	8604.92309537373	6769.116830216627
ENSG00000010004	371.13503416408594	284.15676480045465	628.9277513151416	505.2178428843004	609.6403122157926	274.0233290131457
ENSG00000010005	22.12063117534287	2.492603200003988	2.437704462461789	11.74925216010001	17.489681088157987	9.874714559032277
ENSG00000010006	253.15833456225732	343.9792416005504	173.077016834787	331.32891091482026	317.3127854565806	402.39461828056534
ENSG00000010007	24.5784790837143	37.38904800005982	19.50163569969431	7.049551296060006	52.46904326447396	39.49885823612911
ENSG00000010008	105.68746005997149	72.28549280011566	60.94261156154472	138.6411754891801	124.92629348684277	83.93507375177435
ENSG00000010009	206.45922430320013	189.4378432003031	175.5147212972488	197.38743628968015	114.93219000789534	150.58939702524225
ENSG00000010010	88.48252470137147	54.83727040008774	148.69997221016914	108.09311987292008	47.47199152500025	91.34110967104857
ENSG00000010011	820.9212013960577	767.7217856012284	1323.6735231167513	646.2088688055005	1119.3395896421112	1204.715176201938
ENSG00000010012	250.70048665388583	294.1271776004706	187.70324360955775	418.27337689956033	417.25382024605483	409.8006541998395
ENSG00000010013	105.68746005997149	92.22631840014756	80.44424726123904	63.44596166454004	32.480836306579114	130.83996790717768
ENSG00000010014	1246.128889544315	483.5650208007737	677.6818405643772	1325.315643659281	986.9177185460578	560.3900512250818
ENSG00000010015	1971.194022513887	2432.7807232038926	1291.9833651047481	2241.757312147082	2391.0892573381707	1755.2305128679875
ENSG00000010016	9.83139163348572	9.970412800015952	7.313113387385367	21.148653888180018	9.994103478947421	14.812071838548418
ENSG00000010017	277.7368136459716	259.2307328004147	92.63276957354799	176.23878240150015	192.38649196973785	254.27389989508114
ENSG00000010018	39.32556653394288	42.3742544000678	21.9393401621561	75.19521382464005	34.97936217631597	32.09282231685491
ENSG00000010019	213.8327680283144	321.54581280051445	126.76063204801304	164.48953024140013	117.43071587763221	380.1765105227427
ENSG00000010020	14.74708745022858	24.926032000039882	14.626226774770734	18.798803456160012	52.46904326447396	12.343393198790347
