gene_id	N61311_untreated	N61311_dex	N052611_untreated	N052611_dex	N080611_untreated	N080611_dex	N61311R_untreated	N61311R_dex
ENSG00000075624	29.826712428472167	50.496495221341625	38.592470131265856	70.74754021655983	25.83876793371987	71.77529169132883	38.097288723998595	40.00884995761062
ENSG00000111640	144.81900625648123	99.18235913992599	174.95253126173853	97.27786779776977	117.9355193546214	160.02026787840168	71.64564745110184	184.04070980500885
ENSG00000166710	35.26680463240734	53.11185154754657	69.65021990357029	90.4442985723066	40.6037781815598	68.11536180338572	53.26038871364978	73.61628392200355
ENSG00000165704	2.6262514087962914	1.8106313027572696	2.389057674792648	2.2108606317674946	2.583876793371987	2.2366238204096804	2.084926248577038	1.6003539983044248
ENSG00000256269	423.95201313425844	321.28646561148435	422.679434771007	176.66786321123888	294.7465170725045	199.66950833111875	473.2782584269876	223.44942701325533
ENSG00000073578	69.03289417407395	65.18272689926171	62.66682054648408	47.23202258776011	51.308410611243744	103.69801349172154	54.966237462485545	90.62004515398806
ENSG00000112592	12.193310112268495	5.23071265240989	7.718494026253171	5.828632574659759	8.674443520605955	11.589777978486525	17.437564988098863	14.003097485163718
ENSG00000089157	111.42809548749979	62.56737057305676	67.26116222877764	129.83781528380013	74.00961386729763	89.0582939399491	56.10346996170938	115.02544362813055
ENSG00000164924	62.09208687939803	37.62089484617882	107.87514270025265	86.22356463893229	129.56296492479535	53.27231281339421	194.6562961171471	53.21177044362213
ENSG00000196262	17.63340231620367	54.52012033858001	40.9815278060585	36.981668749565365	29.89914575187585	62.01547865681386	27.483118731242772	104.22305413957567
ENSG00000217219	64.53074890185172	24.946475726877935	50.353984837937354	14.471087771569056	65.51973297478966	35.989310564773945	51.36500121494339	12.402743486859293
ENSG00000191236	65.65628521990729	51.70358275651314	62.29927321190059	65.92384429270346	48.53997118977375	76.24853933214818	81.50166244437511	40.608982706974786
ENSG00000190714	15.382329680092564	4.627168884824133	22.2366137423008	5.627645244499077	10.520069801585946	4.269918202600299	15.731716239263106	5.601238994065487
ENSG00000126646	17.820991702546262	15.89331921309159	10.10755170104582	13.868125781087011	13.103946594957934	23.586214833411173	14.594483740039264	14.603230234527878
ENSG00000243097	17.070634157175892	7.644887722752915	9.556230699170593	7.034556555623847	8.489880892507957	14.843048989991516	12.320018741591587	8.201814241310178
ENSG00000102724	114.61711505532386	96.56700281372105	131.94949311547086	90.84627323262796	93.38868981758753	94.54818877186376	104.62538992859317	78.41734591691682
ENSG00000105017	24.57420961087958	38.22443861376458	32.16039177605488	26.932302241531296	27.868956842797857	28.262791912449597	40.37175372244628	43.809690703583634
ENSG00000105246	17.820991702546262	16.295681724815427	12.864156710421952	14.270100441408376	13.103946594957934	15.859696181086823	26.15634748214829	15.803495733256197
