gene_id	ctrl_1	ctrl_2	ctrl_3	treat_1	treat_2	treat_3
ENSG00000000001	172.67005330038262	355.2929151582405	465.79482855317406	168.06887253235323	247.68444336848475	124.33058482473423
ENSG00000000002	261.35739766594844	258.81701131989223	406.0671020821155	390.73502868703713	207.23111071068288	85.9727736986614
ENSG00000000003	126.70008139575958	251.06926537312057	484.9766581897402	339.51893211736984	133.8759109424183	496.21258309108265
ENSG00000000004	417.8036420459481	221.46410201731314	342.07985978784	57.67550168979474	491.5016258011971	80.65556358350965
ENSG00000000005	426.3251551372538	238.3432902306927	374.2400561023724	164.67021085619777	254.47654916654074	298.0194809175783
ENSG00000000006	206.46797121793523	232.94936118993414	487.8796477837416	226.80437781308203	80.36611277107922	243.29176505605597
ENSG00000000007	452.6067842621792	126.40036176437961	152.7290770455041	134.78112595524388	186.03221382035557	236.27620340869828
ENSG00000000008	167.39829088338425	93.31277762154988	169.91950255368982	207.6127373584216	244.80834698638878	327.7291722394434
ENSG00000000009	369.50094265473723	412.9792506817007	125.5572440755448	307.66036549945574	92.03128299037748	310.0410093328419
ENSG00000000010	459.5284970240213	435.6006911715188	304.0852087070931	138.375664071163	69.55018181352591	223.0128344731315
ENSG00000000011	199.37839345492736	337.4066674407484	53.26131596506192	23.13741062655267	362.8390071990898	300.9285784886779
ENSG00000000012	177.0899295626198	372.2709952920941	221.76415483462185	395.88266922348316	418.7983694310627	373.3002804402474
ENSG00000000013	466.571195783404	36.09701768492711	63.4892425539865	395.68789585206116	364.6098381005686	213.12468416507159
ENSG00000000014	266.3975602789013	101.9821482490609	170.4625657017084	38.92747847275459	17.215474874014802	329.44454207456016
ENSG00000000015	296.4051254971935	350.37586691188335	192.7490811408149	402.59435023267434	188.40805389845062	154.0643080007106
ENSG00000000016	299.1341721182241	272.90569989335984	361.2329302683174	229.15785024762118	473.8212941593944	244.94794655400662
ENSG00000000017	8.246166164075463	289.0233093490024	381.0018948431049	249.88383899992277	153.68074929922273	275.24667828226717
ENSG00000000018	337.717679795315	313.2248475138582	203.80464645054937	190.97180606599386	405.2833598543189	130.86440201157927
ENSG00000000019	192.40540633874463	331.188884916281	207.3526181152098	198.51061108404843	62.49826898191513	257.0022815361367
ENSG00000000020	494.5376640232149	427.9649070282507	392.02897593632883	242.5182521982192	411.35386486504484	456.3790415245585
ENSG00000000021	109.0869207750769	248.33061326752696	428.3650759800713	410.9195325113466	441.7323893537364	479.04578357519716
ENSG00000000022	143.65391951264957	292.6880359888162	79.73548644640627	262.7424855925192	36.71781574621103	209.84438125112604
ENSG00000000023	260.39069478167715	348.14109198817647	107.4755203497766	438.79856802442583	13.862962697430481	307.3721563496363
ENSG00000000024	456.2892277264698	432.80451279355054	262.1725955919035	71.63846779961938	48.911346009353394	355.9338528471892
ENSG00000000025	62.46624626437605	29.939430203004935	224.12342383102512	92.56693705091752	403.54822358911446	271.0179569939769
ENSG00000000026	427.5753976249877	194.7900664608515	460.9683417392081	488.6292118133404	276.1935615727704	93.61750933902815
ENSG00000000027	26.828991737716247	459.1433320054901	254.60223175403186	100.98759333186383	187.42632816263955	465.44028339671104
ENSG00000000028	480.4345925584179	103.18067823468161	252.70736255446582	403.0938373149565	361.1921765364988	327.8264701965504
ENSG00000000029	414.3006227678817	407.4056581114639	302.4712669554417	245.59946302812895	409.3093739433843	381.8893921524504
ENSG00000000030	98.10265440795037	252.42508428964163	296.01146554857706	482.7971640280052	239.02615511506053	136.81481015983772
ENSG00000000031	95.84787683138217	465.9021168509649	274.8077941563936	125.78367160228287	210.85028886483104	14.911437636704406
ENSG00000000032	1.9080840766281628	171.45237648652156	353.8293961151708	366.4816620067751	2.5434215031354914	341.68564316527596
ENSG00000000033	379.38886046158956	115.88911543038034	76.61988825747082	353.09124065291525	283.84062563302564	198.43916195564634
ENSG00000000034	289.3804047296298	405.16632921868387	46.646489173830886	256.26056159041735	138.37971280152195	142.38402498306579
ENSG00000000035	386.65099681542705	324.79788869098564	443.8256063576747	183.16830256504508	252.62908689354774	72.18714247452176
ENSG00000000036	426.3951239489691	309.33632034621775	455.2667206386475	316.1122545733734	67.12959804151	281.7075472267222
ENSG00000000037	474.75174217437797	83.97312254157265	164.15947626181276	322.900429111925	284.82618061520304	91.6152746995601
ENSG00000000038	80.56208746519073	73.56913630438366	267.886792393439	456.09062556745596	250.90284903198796	204.96122535164358
ENSG00000000039	104.75305946534192	442.99051762722826	493.3263616689256	355.1539291813036	257.8460506131677	456.6584524591073
ENSG00000000040	262.59469825735385	172.7627105677655	93.56961546848721	68.91586723407386	224.55795971201408	194.7565704164995
ENSG00000000041	103.62288810216043	254.2682317023784	364.3868020708635	307.9530901491185	386.61502015453823	404.613836998873
ENSG00000000042	68.03362158502105	495.9675423368129	81.8857777800585	369.3482603700523	284.6179678412637	259.2312100172671
ENSG00000000043	450.92253469655765	394.7943332258607	28.581619823550138	313.75558638979095	247.40074497393746	206.8075967152828
ENSG00000000044	16.973116624567286	439.05913954903053	163.62464404193122	499.58058006218715	407.5321279029822	401.44373352629066
ENSG00000000045	296.2542790934218	414.82751465074705	125.59199030894094	296.3376953939271	291.74986954373526	215.50076664494918
ENSG00000000046	283.4769656618967	377.94401841313737	93.61835153059569	488.1431290465823	234.53026037726016	346.45454110212785
ENSG00000000047	453.30220969693005	484.2743458705604	293.36417076784414	479.7528248009298	287.93407448248433	127.6095220483953
ENSG00000000048	275.8290810181645	59.17676782296805	362.9449644520888	117.30435915677272	207.67162792659147	188.31685413047862
ENSG00000000049	118.08067625480338	360.03272748073397	159.55600626121173	470.90768258623945	3.4251306136017723	226.77932773078368
ENSG00000000050	232.20495845689075	292.3026008070037	60.075167700400705	430.421912277702	111.11224508407946	191.49005213842034
ENSG00000000051	282.32334044050316	2.463746719784406	311.33683585181456	101.78612857612087	380.2562606900998	143.8589915908081
ENSG00000000052	300.78698220156537	249.9690458836461	440.56805545564504	178.0635006489798	251.251655430952	267.60781300278063
ENSG00000000053	55.46789891848638	271.5844418894319	244.61326000401337	85.57375005006875	310.90002115910283	255.76677066708794
ENSG00000000054	70.66925573405913	314.1407991662841	234.88661041462484	452.73718193484314	269.35367556868533	121.89966793359093
ENSG00000000055	370.4616076990078	211.98225947879112	417.3451094641755	225.3032181229365	105.48620618873507	249.2834454023702
ENSG00000000056	51.75065553880831	197.25653496413787	282.837013704806	308.6897150972741	188.19787561799473	78.30079341931989
ENSG00000000057	160.1394072432421	254.50460882814625	273.13231032315093	420.57209512464436	26.669117737368307	268.1888080450644
ENSG00000000058	92.71492024026115	441.70891197773227	342.83872418226116	135.3819992651633	290.5989158228519	432.89112390354757
ENSG00000000059	72.87490157929479	158.78965667580553	239.0663240718234	124.51542448155863	66.79837313592185	95.56784581143842
ENSG00000000060	165.9648291576866	379.8980314369725	491.4447015346722	107.7758435822323	406.67337527776664	222.93803208765203
ENSG00000000061	58.81658420080354	299.07673114242004	195.65035069364382	153.71820183497846	185.77631086783384	255.88896757339748
ENSG00000000062	249.48166847689004	198.13333491231586	54.06695925605154	258.630054983616	449.29699357438415	197.97075051853318
ENSG00000000063	270.93904215320583	317.22944894863997	214.34590426607463	397.52506182324987	17.009013452451963	58.85233401867774
ENSG00000000064	13.716531836536545	469.1965292890129	48.62515174691397	405.1508403757281	47.75475562150667	219.17441486695094
ENSG00000000065	271.90952546613545	394.26739128971894	78.15667125974224	324.9948706856033	434.24997399672486	474.3198305583808
ENSG00000000066	491.6866772699491	463.6247249997212	173.96810047142486	98.45775094237285	211.14340775058346	106.73478342333908
ENSG00000000067	464.0404270907218	229.9511069801052	154.99386216697542	460.0272135611522	149.48434011711578	248.41241886365606
ENSG00000000068	229.34093869152466	419.24576428075835	242.45410425505696	176.11597825524976	62.26704318723155	269.77115269232985
ENSG00000000069	332.8417693113738	129.3501038577543	332.14050713209565	231.0553350332549	21.896781629381177	22.09663957197491
ENSG00000000070	29.782755662222286	207.70878475139452	409.98280577498844	161.20910116468352	314.4873338343602	422.44255622006693
ENSG00000000071	279.98218908982903	461.7795404127425	153.210300162356	254.50475059097994	272.5539971563123	87.64863746889336
ENSG00000000072	249.778280315626	326.2862184601407	49.89364010671136	320.8806486114904	262.6905912741963	185.6405527603403
ENSG00000000073	190.75899408298935	427.9271538270565	481.67247564171095	176.89663324565996	229.39163093970328	241.14553245030785
